trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",30,0,42.32669574229975,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",30,15,-1.6337894808292839,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,9,20.591297439355785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,11,13.572426509850237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.0450492023935578}",30,5,38.116772633800984,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,11,20.117198319110216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",25,11,29.740797068928813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04371779725275094}",30,12,31.073410768276837,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,0,27.030777178434867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.04285212686704019}",25,15,16.090495896616517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",30,3,43.90574201598608,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.04200359790344555}",25,14,23.041280835388516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04158565512117316}",20,11,15.741764497027427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",25,12,22.49268591418365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,0,31.09584728678607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04035661327203115}",20,6,21.822837811809507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,13,14.572082245691478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",25,0,38.22969659012554,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,5,15.762005707965892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,13,11.772033370814349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",20,13,7.055989384962997,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",30,12,29.253540564622895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",20,6,22.442482378593144,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03725384939621581}",25,15,19.00936461969008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,9,25.3198972122076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0365161737537404}",25,12,24.95890158236695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.03615283175404641}",20,5,29.9188803900802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.0357931050676553}",30,12,15.97620934117603,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",35,20,28.67220539469992,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",35,15,-10.338574674194529,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,13,15.72289957197121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03438963734347271}",20,0,11.903881164209935,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",20,0,26.335010281535126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",25,7,29.499488603459945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",20,3,21.664971778380107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03304120037588693}",30,11,16.55884959918144,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03271243493901982}",30,0,33.80163976816327,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,0,27.059306444061654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.01, 'e': 0.03206468532786077}",20,0,30.579584346637905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,8,21.968326935146315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",25,9,26.712014556887908,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.03111703066106086}",20,11,19.42462182414371,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,10,19.875534908136846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,0,-15.385911210908478,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
350,False,"{'a': 0.01, 'e': 0.0301973834223185}",30,8,28.022564940370348,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",20,6,20.35870840217884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,3,22.0834332414934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,23,18.95321199602159,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,0,32.11237042997459,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,11,16.66116540312203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,19.2745009404782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,18,13.808910670580662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,2,29.992720998051993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,18,14.61690450873212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,18,25.03844765146771,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,22.38135808241649,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",30,15,23.47269825557359,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,6,22.765551196673076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,0,52.543721702458114,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",35,22,19.09129904756975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,10,19.556138925493435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,15,25.183316184537112,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,0,38.85923328853678,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",20,7,19.582982343563792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,12,15.697679535142234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",35,26,16.962571250693678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,10,24.90322326035774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",35,19,30.422086698802143,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,10,19.034307056804902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,12,15.26596076645287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,15,8.070611431122249,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,2,38.74810364582084,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,12,11.566744000863933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,2,37.614305691614064,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,2,34.913662089319814,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,3,36.00528636878161,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,11,14.76077587824044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",35,19,33.138693123342804,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,11,27.80596270741681,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,2,27.826911931536596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,13,23.442899308445504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",30,9,34.74273404370413,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,13,19.836329481501092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,16,12.477876334377612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,14,12.026071512479307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,13,19.189347046711617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
